text,label
"my landlord raised rent by 40 percent overnight can he do that in India",LEGAL
"can my employer read my work WhatsApp messages",LEGAL
"I need to know if I can get out of this lease agreement",LEGAL
"my business partner wants to dissolve the partnership without my consent",LEGAL
"can a hospital detain me if I can't pay my bill in India",LEGAL
"I was not paid for my notice period after resigning is that legal",LEGAL
"my employer is asking for my original degree certificates to keep is that allowed",LEGAL
"can police arrest me based on an anonymous complaint in India",LEGAL
"my neighbour built a wall on my property boundary what are my options",LEGAL
"can a bank auction my property without going to court in India",LEGAL
"I was given a zero hours contract in the UK what rights do I have",LEGAL
"my employer keeps changing my shift without notice is that legal in the UK",LEGAL
"I need to know if my non-compete clause is actually enforceable",LEGAL
"can my daughter inherit property equally with my sons under Indian law",LEGAL
"my company fired me by email without any prior performance warning",LEGAL
"is it legal to film someone in a public place in India",LEGAL
"can my ISP throttle my internet speed and is that legal",LEGAL
"I am being bullied at work and HR is ignoring me what are my legal options",LEGAL
"my freelance client is refusing to pay the agreed amount",LEGAL
"can I get a court order to stop my neighbour from building",LEGAL
"my employer enrolled me in a pension scheme without asking me in the UK is that allowed",LEGAL
"can a school legally stop my child from appearing in exams over fee dues in India",LEGAL
"I got a CCJ in the UK what does that mean for me",LEGAL
"my property was acquired by the government was I entitled to more compensation",LEGAL
"can my employer force me to take annual leave on specific days in the UK",LEGAL
"a doctor performed a surgery on me that I didn't consent to what are my legal options",LEGAL
"is a hospital legally liable if a patient gets an infection during their stay",LEGAL
"can I sue a pharmaceutical company if their drug gave me serious side effects",LEGAL
"what are the legal consequences of a doctor prescribing the wrong medication",LEGAL
"is it legal for a company to collect my health data through an app without telling me",LEGAL
"can my employer legally require me to take a drug test in India",LEGAL
"what is the legal liability of a hospital if a patient dies due to staff negligence",LEGAL
"is it legal for an employer to fire someone for refusing the covid vaccine in the US",LEGAL
"can a hospital legally share my medical records with my employer",LEGAL
"what are the legal implications of signing a medical consent form under pressure",LEGAL
"is it legal to collect user data without a cookie consent banner under GDPR",LEGAL
"can my employer monitor my laptop and keystrokes while I work from home",LEGAL
"what are the legal consequences of a data breach for a company in India",LEGAL
"is it illegal to share someone's private photos without their consent in India",LEGAL
"can an app legally sell my location data to third parties",LEGAL
"what are the laws around using AI generated content commercially",LEGAL
"is it legal for a school to use facial recognition on students in the UK",LEGAL
"what are the legal obligations of a company after a data breach in the US",LEGAL
"can my employer legally track my location using my work phone in India",LEGAL
"is it legal for a website to store my passwords in plain text",LEGAL
"what is the legal definition of medical negligence in India",LEGAL
"can I take legal action if a doctor refused to treat me in an emergency",LEGAL
"is a fitness app legally allowed to share my heart rate data with insurers",LEGAL
"what are the legal implications of an incorrect diagnosis that led to wrong treatment",LEGAL
"can police use CCTV footage as evidence without a warrant in India",LEGAL
"is it legal for a company to use my face in their advertising without consent",LEGAL
"what are the laws around employee monitoring software in the UK",LEGAL
"can an insurance company legally deny my claim based on a pre-existing condition",LEGAL
"what is the legal process for filing a medical negligence case in India",LEGAL
"is it legal to scrape data from a public website for commercial use",LEGAL
"can my bank legally close my account without giving a reason in India",LEGAL
"what are the legal obligations of a therapist if I tell them I want to harm someone",LEGAL
"is it legal for an employer to ask for my social media passwords during hiring",LEGAL
"what is the legal position on euthanasia in India",LEGAL
"can a private company legally run a background check on me without my permission in India",LEGAL
"is it legal to use someone else's trademark in a comparative advertisement",LEGAL
"what are the liability laws for self-driving car accidents in the US",LEGAL
"can a gym legally hold me to a 12 month contract if I have a medical condition preventing me from going",LEGAL
"is it legal for a landlord to install cameras inside a rented property in the UK",LEGAL
"what are the legal obligations of a company that uses AI to make hiring decisions",LEGAL
"can my employer legally use my biometric data for attendance tracking in India",LEGAL
"is it legal to deny someone a job based on their credit history in the US",LEGAL
"what happens legally if a clinical trial causes permanent harm to a participant",LEGAL
"can a school legally share my child's data with third party apps in India",LEGAL
"is it legal for police to access my deleted WhatsApp messages in India",LEGAL
"what are the legal rights of a surrogate mother in India",LEGAL
"can a company legally terminate my contract because I became pregnant",LEGAL
"what is the law around cyberbullying in India and can I file a case",LEGAL
"is it legal for an employer to pay men and women differently for the same job in the UK",LEGAL
"my employer is not contributing to my provident fund in India is that legal",LEGAL
"can a private company blacklist me from getting jobs in my industry",LEGAL
"what is the legal process for filing a cheating case under IPC 420 in India",LEGAL
"my landlord is asking for 6 months rent in advance is that legal in the UK",LEGAL
"can my employer enforce a garden leave clause without my agreement",LEGAL
"what are my rights if a courier company loses my parcel in India",LEGAL
"is it legal for a school to expel a student without a disciplinary hearing in the UK",LEGAL
"can a society or RWA ban me from using common areas in my apartment complex in India",LEGAL
"what is the legal process for recovering money from a business partner who cheated me",LEGAL
"can my employer legally ask me to repay my training costs if I resign in the UK",LEGAL
"is it legal for a company to use unpaid interns in India",LEGAL
"what are my legal rights if a builder delays possession of my flat in India",LEGAL
"can a bank legally share my financial data with third party apps without my consent",LEGAL
"what is the legal position on live-in relationships in India",LEGAL
"can my employer demote me without giving any reason in the US",LEGAL
"is it legal to resell concert tickets at a higher price in the UK",LEGAL
"what are my rights if my employer goes bankrupt and owes me salary in India",LEGAL
"can a landlord legally refuse to rent to someone based on their nationality in the UK",LEGAL
"what is the legal process for challenging a wrongful termination in India",LEGAL
"can a company legally terminate a contract over email without a signature",LEGAL
"is it legal to share someone's salary information with other employees in India",LEGAL
"what are the legal implications of signing a document without reading it",LEGAL
"can my employer legally change my employment contract terms after I have signed it",LEGAL
"what is the legal position on moonlighting in India after the IT company controversies",LEGAL
"is it legal for a housing society to charge different maintenance fees from owners and tenants in India",LEGAL
"can I legally refuse to work if my workplace is unsafe in the US",LEGAL
"what are my rights if a moving company damages my belongings in India",LEGAL
"is it legal for an employer to ask about my previous salary during hiring in India",LEGAL
"can a school legally stop a student from wearing a hijab in India",LEGAL
"what are the legal rights of an unmarried partner if the other person dies without a will in the UK",LEGAL
"is it legal to operate a food business from home in India",LEGAL
"can a credit card company sue me personally if I default in India",LEGAL
"what is the legal process for getting a succession certificate in India",LEGAL
"can my employer legally put me on a performance improvement plan just before my appraisal",LEGAL
"is it legal for a company to use a probation period to avoid paying notice in the UK",LEGAL
"what are my legal options if a doctor shares my diagnosis with my family without my permission",LEGAL
"can a landlord legally increase rent every year without a cap in India",LEGAL
"is it legal to record a meeting with my manager without telling them in the UK",LEGAL

"what year did World War 2 end",GENERAL
"what is the capital of Australia",GENERAL
"how does photosynthesis work",GENERAL
"what is the Fibonacci sequence",GENERAL
"write a short poem about the ocean",GENERAL
"suggest a recipe for a simple pasta dinner",GENERAL
"what books should I read if I liked Atomic Habits",GENERAL
"good movies to watch when you are feeling sad",GENERAL
"how do I learn a new language fast",GENERAL
"tips for sleeping better at night",GENERAL
"what is inflation and why does it happen",GENERAL
"what is climate change explained simply",GENERAL
"who was Julius Caesar",GENERAL
"what is the largest country in the world by area",GENERAL
"how does gravity work",GENERAL
"what is the speed of light",GENERAL
"who wrote Pride and Prejudice",GENERAL
"what are the seven wonders of the world",GENERAL
"how do volcanoes form",GENERAL
"what is the difference between weather and climate",GENERAL
"who was the first person to walk on the moon",GENERAL
"what causes earthquakes",GENERAL
"what is the population of China",GENERAL
"how far is the moon from the Earth",GENERAL
"what is the theory of evolution",GENERAL
"who invented the telephone",GENERAL
"what is the periodic table",GENERAL
"how do tides work",GENERAL
"what was the Renaissance",GENERAL
"what is the Pythagorean theorem",GENERAL
"suggest some good podcasts for self improvement",GENERAL
"what are the best ways to reduce stress",GENERAL
"how do I start meditating",GENERAL
"what are some easy exercises I can do at home",GENERAL
"how do I write a good CV",GENERAL
"tips for a first job interview",GENERAL
"how do I budget my money as a student",GENERAL
"what is compound interest and how does it work",GENERAL
"how do I start investing with a small amount of money",GENERAL
"what are the best ways to improve my memory",GENERAL
"how do I stop procrastinating",GENERAL
"what are some tips for public speaking",GENERAL
"how do I make friends as an adult",GENERAL
"what should I pack for a two week trip to Europe",GENERAL
"what are the best places to visit in Japan",GENERAL
"how do I learn to cook from scratch",GENERAL
"suggest a good morning routine",GENERAL
"how do I deal with a difficult coworker",GENERAL
"what is the best way to learn guitar as a beginner",GENERAL
"how does the stock market work",GENERAL
"what caused the French Revolution",GENERAL
"who was Nikola Tesla",GENERAL
"what is the difference between a democracy and a republic",GENERAL
"how does the human digestive system work",GENERAL
"what is quantum physics in simple terms",GENERAL
"who built the pyramids",GENERAL
"what is the difference between African and Asian elephants",GENERAL
"how do planes stay in the air",GENERAL
"what is the water cycle",GENERAL
"what happened during the Cold War",GENERAL
"what is the difference between a meteor and a meteorite",GENERAL
"how do I start a journal",GENERAL
"what are some good habits for a productive day",GENERAL
"how do I learn to draw",GENERAL
"suggest a 7 day meal plan for a beginner",GENERAL
"what are the best documentaries on Netflix",GENERAL
"how do I write a short story",GENERAL
"what is the best way to apologize to someone",GENERAL
"how do I negotiate a higher salary",GENERAL
"what are the best ways to save money on groceries",GENERAL
"how do I get better at maths",GENERAL
"what is the difference between introverts and extroverts",GENERAL
"how does the immune system work",GENERAL
"what is stoicism",GENERAL
"who was Mahatma Gandhi",GENERAL
"what is the difference between mitosis and meiosis",GENERAL
"how do black holes form",GENERAL
"what is the Big Bang theory",GENERAL
"who was Cleopatra",GENERAL
"what is GDP and how is it calculated",GENERAL
"what caused the 2008 financial crisis",GENERAL
"how do I improve my English writing skills",GENERAL
"what is mindfulness",GENERAL
"how do solar panels work",GENERAL
"what is the difference between a virus and a bacteria",GENERAL
"how do I build self confidence",GENERAL
"what is the best way to learn a skill quickly",GENERAL
"what are some good TED talks to watch",GENERAL
"how do I start a small business",GENERAL
"what is the difference between a CV and a resume",GENERAL
"what is dark matter",GENERAL
"how does memory work in the human brain",GENERAL
"what is the difference between sympathy and empathy",GENERAL
"who was Albert Einstein",GENERAL
"what is the philosophy of existentialism",GENERAL
"what are the best ways to stay motivated",GENERAL
"how do I deal with failure",GENERAL
"what are some good habits to build in your 20s",GENERAL
"what is machine learning explained simply",GENERAL
"what is blockchain and how does it work",GENERAL
"what is the difference between AI and machine learning",GENERAL
"how does the internet work",GENERAL
"what is diabetes in simple terms",GENERAL
"what is a contract in simple terms",GENERAL
"what is an algorithm",GENERAL
"what is the cloud in computing",GENERAL
"what is cryptocurrency",GENERAL
"how does GPS work",GENERAL
"what is a neural network in simple terms",GENERAL
"what is the difference between a virus and malware",GENERAL
"what is big data",GENERAL
"how does facial recognition technology work",GENERAL
"what is quantum computing",GENERAL
"what is the metaverse",GENERAL
"how do self driving cars work",GENERAL
"what is the difference between AR and VR",GENERAL
"what is 5G and how is it different from 4G",GENERAL
"how does wi-fi work",GENERAL
"what is an operating system",GENERAL
"what is open source software",GENERAL
"what is a data breach",GENERAL
"how does encryption work",GENERAL
"what is two factor authentication",GENERAL
"what is the difference between HTTP and HTTPS",GENERAL
"what is a VPN and why do people use it",GENERAL
"what is artificial intelligence",GENERAL
"how do recommendation algorithms work",GENERAL
"what is deep learning",GENERAL
"how does a search engine work",GENERAL
"what is the Internet of Things",GENERAL
"what is a microchip",GENERAL
"how does Bluetooth work",GENERAL
"what is a server",GENERAL
"what is the difference between hardware and software",GENERAL
"what is automation and how does it affect jobs",GENERAL
"what is a digital footprint",GENERAL
"how does social media algorithm decide what I see",GENERAL
"what is the dark web",GENERAL
"how do streaming services like Netflix work",GENERAL
"what is a startup",GENERAL
"what is venture capital",GENERAL
"what is the gig economy",GENERAL
"what is a gene and how does DNA work",GENERAL
"how does the brain store memories",GENERAL
"what is CRISPR in simple terms",GENERAL
"what is the placebo effect",GENERAL
"how do vaccines work in simple terms",GENERAL
"what is mental health",GENERAL
"what is cognitive bias",GENERAL
"how does the nervous system work",GENERAL
"what is the difference between a psychologist and a psychiatrist",GENERAL
"what is addiction",GENERAL
"what is the subconscious mind",GENERAL
"how does sleep affect the brain",GENERAL
"what is evolution in simple terms",GENERAL
"how do stem cells work",GENERAL
"what is the difference between a calorie and a kilocalorie",GENERAL
"how does the heart pump blood",GENERAL
"what is the microbiome",GENERAL
"what is emotional intelligence",GENERAL
"how does the endocrine system work",GENERAL
"what is neuroplasticity",GENERAL
"what is the fight or flight response",GENERAL
"how does the body regulate temperature",GENERAL
"what is the difference between a symptom and a sign in general",GENERAL
"what is a pandemic versus an epidemic",GENERAL
"how does inheritance work in genetics",GENERAL
"what is the philosophy of mind",GENERAL
"what is consciousness",GENERAL
"what is natural selection",GENERAL
"what is climate science",GENERAL
"how does nuclear energy work",GENERAL
"what is the difference between renewable and non renewable energy",GENERAL
"how do electric cars work",GENERAL
"what is carbon footprint",GENERAL
"what is the ozone layer",GENERAL
"how do wind turbines generate electricity",GENERAL
"what is biodiversity",GENERAL
"how does the economy work",GENERAL
"what is a recession",GENERAL
"what is supply and demand",GENERAL
"what is the difference between a law and a theory in science",GENERAL
"what is logic and how do logical fallacies work",GENERAL
"what is ethics in simple terms",GENERAL
"what is democracy",GENERAL
"can you explain tachycardia and also tell me what a for loop is",GENERAL
"what are both the medical and legal risks of having surgery",GENERAL
"is cryptocurrency legal and how does it work technically",GENERAL
"what are the health and legal implications of recreational drug use",GENERAL
"tell me about how AI is being used in healthcare",GENERAL
"what are the ethical and legal issues around genetic engineering",GENERAL
"explain climate change and also what should governments do about it legally",GENERAL
"what are the psychological and legal aspects of addiction",GENERAL
"how does AI work and is there any law regulating it",GENERAL
"what are both the health risks and the legal implications of vaping",GENERAL
"explain what a data breach is and what are my rights when it happens",GENERAL
"what is the science behind vaccines and why is there debate around mandating them",GENERAL
"what are the mental health effects of social media and are there any laws around it",GENERAL
"how does machine learning work and what are the ethical concerns",GENERAL
"what is the difference between legal insanity and a mental health diagnosis",GENERAL
"explain both how blockchain works and whether it is regulated",GENERAL
"what are the tech and privacy issues with smart home devices",GENERAL
"tell me about CRISPR and whether editing human genes is legal",GENERAL
"what are the health effects and legal status of cannabis globally",GENERAL
"how does predictive policing software work and is it ethical",GENERAL
"what are the financial and emotional effects of divorce",GENERAL
"explain what a pandemic is and how governments respond legally",GENERAL
"what is the science of climate change and who is legally responsible for it",GENERAL
"how does the human brain respond to trauma and are there any legal protections for trauma survivors",GENERAL
"what are the business and ethical implications of using AI to make hiring decisions",GENERAL
"what is the psychology of persuasion and is manipulative advertising legal",GENERAL
"explain what end of life care is and what legal documents I need",GENERAL
"what are both the technical and legal risks of using public wi-fi",GENERAL
"how do antidepressants work and can an employer ask if you are on them",GENERAL
"what are the ethical issues of autonomous weapons and are there international laws",GENERAL
"explain mental health stigma and whether discrimination based on it is illegal",GENERAL
"what is the relationship between poverty and health outcomes",GENERAL
"how does social media affect teenage mental health and what are parents legally allowed to do",GENERAL
"what is informed consent in both a medical and a general ethical sense",GENERAL
"explain what a startup is and what kind of legal structure it should have",GENERAL
"what are both the health and environmental risks of ultra processed food",GENERAL
"how does the gig economy work and are gig workers entitled to any legal protections",GENERAL
"what are the psychological and practical effects of unemployment",GENERAL
"is it safe to use AI therapy apps and are there regulations around them",GENERAL
"explain what gene therapy is and whether there are laws governing it",GENERAL
"what are the privacy and mental health concerns with constant smartphone use",GENERAL
"how does addiction work scientifically and what are the legal consequences of drug use",GENERAL
"tell me about the ethics and science of animal testing",GENERAL
"what are the technical and ethical concerns with deepfake technology",GENERAL
"explain both what a recession is and how it affects everyday people",GENERAL
"how does sleep deprivation affect the body and are there workplace laws about rest periods",GENERAL
"what are the environmental and economic impacts of fast fashion",GENERAL
"explain what surrogacy is from both a medical and legal perspective",GENERAL
"what is the psychology of cult behavior and are cults illegal",GENERAL
"how do lie detectors work and are they legally admissible in court",GENERAL
"what are the health and cultural arguments for and against circumcision",GENERAL
"explain what whistleblowing is and what legal protections exist for whistleblowers",GENERAL
"what are the social and economic causes of homelessness",GENERAL
"explain what nuclear weapons are and whether there are international laws banning them",GENERAL
"how does the placebo effect work and are there ethical issues with using it in medicine",GENERAL
"what is the psychology behind conspiracy theories and is spreading them illegal",GENERAL
"explain what carbon trading is and whether it actually works scientifically",GENERAL
"what are the health and ethical concerns around cosmetic surgery tourism",GENERAL
"how does the bail system work and what are the psychological effects of pretrial detention",GENERAL
"what is the science of aging and are there any legal protections for elderly people against discrimination",GENERAL
"explain what food security means and who is legally responsible for ensuring it",GENERAL
"what are the mental health and legal consequences of cyberbullying",GENERAL
"how does biometric data collection work and what are the privacy laws around it",GENERAL
"what are the scientific and ethical arguments around the death penalty",GENERAL
"explain what refugee status means and how the asylum process works in simple terms",GENERAL
"what are the psychological effects of solitary confinement and is it considered legal under human rights law",GENERAL
