text,label
what's the difference between == and === in JS,CODING
who was Nikola Tesla,GENERAL
how does the bail system work and what are the psychological effects of pretrial detention,GENERAL
suggest a recipe for a simple pasta dinner,GENERAL
getting a NullPointerException in Java,CODING
build a dashboard component in React that shows real-time stock prices,CODING
can police use CCTV footage as evidence without a warrant in India,LEGAL
I'm getting a KeyError in my dictionary code,CODING
I've been on birth control for a month and feel really moody,MEDICAL
my doctor said my kidney function is slightly low,MEDICAL
what year did World War 2 end,GENERAL
what is the legal process for name change in India,LEGAL
suggest some good podcasts for self improvement,GENERAL
can a hospital legally share my medical records with my employer,LEGAL
how does this async function work exactly,CODING
write a function to serialize a binary tree,CODING
explain what a closure is in JavaScript,CODING
I've been having really bad brain fog lately,MEDICAL
explain what a data breach is and what are my rights when it happens,GENERAL
what is the difference between TCP and UDP when building networked apps,CODING
can I get a court order to stop my neighbour from building,LEGAL
who was Albert Einstein,GENERAL
who was Julius Caesar,GENERAL
write a SQL JOIN query for two tables,CODING
how do planes stay in the air,GENERAL
how do I use lambda functions in Python,CODING
is it safe to intermittent fast if you are diabetic,MEDICAL
I need to know if my non-compete clause is actually enforceable,LEGAL
what happens during an MRI scan,MEDICAL
what causes numbness in hands and feet,MEDICAL
can my employer legally put me on a performance improvement plan just before my appraisal,LEGAL
how does workers compensation work in the US,LEGAL
my company changed my work location without asking me is that allowed in India,LEGAL
can a company legally terminate a contract over email without a signature,LEGAL
what is the gig economy,GENERAL
symptoms of low blood sugar,MEDICAL
my employer is forcing me to resign instead of firing me is that legal,LEGAL
what is the treatment for hypothyroidism,MEDICAL
I have been really thirsty lately and peeing a lot,MEDICAL
why is the TypeScript compiler complaining about this type,CODING
how do I start investing with a small amount of money,GENERAL
can my employer read my work WhatsApp messages,LEGAL
what is a startup,GENERAL
what is the punishment for theft under IPC in India,LEGAL
how does social media algorithm decide what I see,GENERAL
is it safe to take ashwagandha every day long term,MEDICAL
why is npm install failing,CODING
my Docker container won't start,CODING
can a society or RWA ban me from using common areas in my apartment complex in India,LEGAL
what is the difference between a law and a theory in science,GENERAL
what are my rights if a moving company damages my belongings in India,LEGAL
my employer enrolled me in a pension scheme without asking me in the UK is that allowed,LEGAL
symptoms of an overactive thyroid,MEDICAL
can birth control pills cause blood clots,MEDICAL
what is a normal platelet count,MEDICAL
write a Python script to extract clauses from a contract PDF,CODING
my database query is super slow how do I fix it,CODING
what is a contract in simple terms,GENERAL
my ex is not letting me see my kids what can I do legally,LEGAL
getting a segfault in C++ code I can't find,CODING
how does the human brain respond to trauma and are there any legal protections for trauma survivors,GENERAL
build an API endpoint that returns jurisdiction-based case law data,CODING
I bought a phone online and it stopped working in a week what are my rights,LEGAL
what are the early signs of Alzheimer's,MEDICAL
what causes night sweats in women,MEDICAL
I feel nauseous every morning but I'm not pregnant,MEDICAL
I have a memory leak somewhere in my C++ code,CODING
create a REST API that returns medication interaction data,CODING
what is a pointer in C++ and why does it cause bugs,CODING
what is the standard protocol for treating anaphylaxis,MEDICAL
my Python virtual environment is not activating properly,CODING
my 6 year old has been complaining of headaches,MEDICAL
what is logic and how do logical fallacies work,GENERAL
what is the speed of light,GENERAL
what is the difference between a calorie and a kilocalorie,GENERAL
how do I build self confidence,GENERAL
what is the dark web,GENERAL
make this function work for edge cases,CODING
can my housing society ban me from selling my flat to a certain community,LEGAL
my doctor wants me to get an echocardiogram what is that,MEDICAL
how do I write a good CV,GENERAL
who was the first person to walk on the moon,GENERAL
can my employer legally change my employment contract terms after I have signed it,LEGAL
how does the body regulate temperature,GENERAL
build a data pipeline to ingest and clean climate sensor data,CODING
I need to know if I can get out of this lease agreement,LEGAL
what is a pandemic versus an epidemic,GENERAL
how does photosynthesis work,GENERAL
what is the difference between African and Asian elephants,GENERAL
what is natural selection,GENERAL
is it legal to run a home business in a residential area in the UK,LEGAL
what is a VPN and why do people use it,GENERAL
what is inflation and why does it happen,GENERAL
I took two doses of my antibiotic by accident,MEDICAL
what are the psychological and practical effects of unemployment,GENERAL
what is the notice period law in India,LEGAL
what causes high cholesterol,MEDICAL
what are the best ways to save money on groceries,GENERAL
what is the difference between palliative care and hospice,MEDICAL
can lack of sleep cause high blood pressure,MEDICAL
my regex isn't matching what I expect,CODING
can an insurance company legally deny my claim based on a pre-existing condition,LEGAL
getting an out of memory error when loading a large CSV into Python,CODING
what is open source software,GENERAL
my company is not giving me my gratuity after 5 years is that legal in India,LEGAL
is it legal for an employer to fire someone for refusing the covid vaccine in the US,LEGAL
my blood pressure reading was 150 over 95 is that dangerous,MEDICAL
what are the environmental and economic impacts of fast fashion,GENERAL
what is the difference between sympathy and empathy,GENERAL
build a rate limiter middleware for an Express API,CODING
tips for a first job interview,GENERAL
what are the legal consequences of a data breach for a company in India,LEGAL
what is the recommended amount of sleep for adults,MEDICAL
can a bank auction my property without going to court in India,LEGAL
my son has a rash that looks like a bullseye,MEDICAL
what is cognitive bias,GENERAL
what are the legal rights of a surrogate mother in India,LEGAL
I wake up every night drenched in sweat,MEDICAL
early signs of a heart attack,MEDICAL
can a credit card company sue me personally if I default in India,LEGAL
my landlord is threatening to cut off electricity to force me out,LEGAL
I was defamed in a WhatsApp group can I take legal action in India,LEGAL
symptoms of appendicitis,MEDICAL
I've had diarrhea for 5 days now,MEDICAL
my child has had a cough for 3 weeks,MEDICAL
SQL to query education outcomes data by demographic group,CODING
what are the health effects and legal status of cannabis globally,GENERAL
suggest a 7 day meal plan for a beginner,GENERAL
what are the health risks of being underweight,MEDICAL
what causes low sodium levels,MEDICAL
what is child custody and how is it decided,LEGAL
my landlord raised rent by 40 percent overnight can he do that in India,LEGAL
what are the social and economic causes of homelessness,GENERAL
how does the economy work,GENERAL
how do stem cells work,GENERAL
I got into a minor car accident and the other driver is threatening to sue me,LEGAL
what is the cloud in computing,GENERAL
how does the human digestive system work,GENERAL
my employer is asking for my original degree certificates to keep is that allowed,LEGAL
how do I deal with failure,GENERAL
what are my rights as a shareholder in a private company,LEGAL
what is the science of climate change and who is legally responsible for it,GENERAL
can a landlord ban pets in a rental property in the UK,LEGAL
how do I learn to cook from scratch,GENERAL
implement a min heap in C++,CODING
write a script to batch resize images in a folder using Pillow,CODING
can a private company legally run a background check on me without my permission in India,LEGAL
what would be a cleaner way to write this,CODING
how does small claims court work in the US,LEGAL
write a function to find the longest common subsequence,CODING
what is the difference between a sole trader and a limited company in the UK,LEGAL
write a SQL query to pull all patients who were prescribed a drug more than once,CODING
is it legal to film someone in a public place in India,LEGAL
what is venture capital,GENERAL
how does GPS work,GENERAL
what are some good habits to build in your 20s,GENERAL
what are both the health risks and the legal implications of vaping,GENERAL
is it legal to share someone's salary information with other employees in India,LEGAL
how do I use WebSockets in Node.js,CODING
how do I file for bankruptcy in the US,LEGAL
write a webhook handler that verifies HMAC signatures,CODING
what are the legal rights of an unmarried partner if the other person dies without a will in the UK,LEGAL
what are the rules around non-compete clauses in employment contracts,LEGAL
what are the laws around employee monitoring software in the UK,LEGAL
my doctor mentioned watchful waiting for my prostate cancer is that safe,MEDICAL
can my landlord withhold my security deposit without reason,LEGAL
how do streaming services like Netflix work,GENERAL
explain how OAuth works in terms of implementation,CODING
is it safe to exercise with high blood pressure,MEDICAL
what are the best places to visit in Japan,GENERAL
my doctor said I need a colonoscopy at 40 is that normal,MEDICAL
who wrote Pride and Prejudice,GENERAL
what is machine learning explained simply,GENERAL
SQL query to calculate month over month revenue growth,CODING
create a class in Java with a constructor,CODING
how do volcanoes form,GENERAL
my business partner wants to dissolve the partnership without my consent,LEGAL
what is a recession,GENERAL
in India can my employer withhold my relieving letter,LEGAL
can I legally refuse to work if my workplace is unsafe in the US,LEGAL
what are my rights if I am wrongfully terminated in the US,LEGAL
can a bank legally share my financial data with third party apps without my consent,LEGAL
is it legal for a website to store my passwords in plain text,LEGAL
how do I set up JWT authentication in Express,CODING
what is quantum physics in simple terms,GENERAL
can my employer demote me without giving any reason in the US,LEGAL
can I sue a company for data breach in the US,LEGAL
my skin has been turning yellow,MEDICAL
what happens if I get a first time DUI in the US,LEGAL
write a SQL query using window functions,CODING
write a function to check balanced parentheses,CODING
what is the Pythagorean theorem,GENERAL
what is the difference between a CV and a resume,GENERAL
explain what an API is and how it works in code,CODING
my CSS is not working on mobile,CODING
how do I make a POST request with axios,CODING
what is a microchip,GENERAL
my pandas dataframe merge is producing way more rows than expected,CODING
I get extremely tired after eating is that a sign of something,MEDICAL
what is the population of China,GENERAL
I started a new medication and now I can't sleep,MEDICAL
symptoms of ADHD in adults,MEDICAL
I've been having very heavy periods lately,MEDICAL
is it legal to collect user data without a cookie consent banner under GDPR,LEGAL
my eye has been twitching for days,MEDICAL
what is the legal drinking age in different countries,LEGAL
is it normal for my heart rate to go above 170 when I do cardio,MEDICAL
CORS is blocking my frontend requests,CODING
write a function to rotate a matrix 90 degrees,CODING
is it safe to get pregnant while taking thyroid medication,MEDICAL
my neighbour built a wall on my property boundary what are my options,LEGAL
fix the bug in this code,CODING
how does addiction work scientifically and what are the legal consequences of drug use,GENERAL
how do I trademark a business name in India,LEGAL
how do I start a small business,GENERAL
what are both the technical and legal risks of using public wi-fi,GENERAL
create a GraphQL resolver in Node.js,CODING
what are some good habits for a productive day,GENERAL
write a function to find duplicates in a list,CODING
explain this error message to me,CODING
create a many-to-many relationship in SQL,CODING
I have been having floating stools for a few weeks is that serious,MEDICAL
is it normal to have chest tightness with anxiety,MEDICAL
build a text classifier to categorize legal documents by type,CODING
what is the largest country in the world by area,GENERAL
build a script to detect anomalies in server log data,CODING
what are some tips for public speaking,GENERAL
create a Django model with relationships,CODING
how does a search engine work,GENERAL
what is a normal creatinine level,MEDICAL
what are my legal options if a doctor shares my diagnosis with my family without my permission,LEGAL
is it legal for a school to expel a student without a disciplinary hearing in the UK,LEGAL
what are my legal rights if a builder delays possession of my flat in India,LEGAL
what is a healthy BMI range,MEDICAL
can a gym legally hold me to a 12 month contract if I have a medical condition preventing me from going,LEGAL
signs of type 2 diabetes in adults,MEDICAL
what is the legal position on live-in relationships in India,LEGAL
is it safe to take magnesium supplements every day,MEDICAL
can untreated high blood pressure cause dementia,MEDICAL
what are the mental health and legal consequences of cyberbullying,GENERAL
what are the best documentaries on Netflix,GENERAL
what is quantum computing,GENERAL
what is a normal resting heart rate,MEDICAL
how does a neural network work in terms of actual code,CODING
should I use a list or a dictionary here,CODING
how does plea bargaining work in the US,LEGAL
what are my rights if my employer goes bankrupt and owes me salary in India,LEGAL
my hands shake when I try to hold things,MEDICAL
is it legal for a landlord to install cameras inside a rented property in the UK,LEGAL
my cholesterol came back high but I eat really healthy how is that possible,MEDICAL
what is the difference between introverts and extroverts,GENERAL
what causes earthquakes,GENERAL
help me fix this broken function,CODING
can a minor enter into a legally binding contract,LEGAL
my doctor said my cholesterol is borderline high do I need medication,MEDICAL
implement binary search in JavaScript,CODING
is cryptocurrency legal and how does it work technically,GENERAL
explain what surrogacy is from both a medical and legal perspective,GENERAL
can my employer access my personal emails on a work device,LEGAL
write a SQL query to calculate running totals,CODING
how does indexing speed up a database query,CODING
create a React component with state,CODING
who invented the telephone,GENERAL
how do I file a consumer complaint in India,LEGAL
what are the clinical symptoms of early stage liver disease,MEDICAL
my MRI report mentions a white matter lesion what does that mean,MEDICAL
my elderly mom keeps forgetting things is it dementia,MEDICAL
write a function to check if two strings are anagrams,CODING
what causes gallstones,MEDICAL
what is mental health,GENERAL
what is the process for registering a trademark in the UK,LEGAL
what is the difference between MRI and CT scan,MEDICAL
what is the periodic table,GENERAL
getting a deadlock in my database transactions how do I debug it,CODING
implement merge sort in C++,CODING
what causes high blood pressure,MEDICAL
my employer hasn't paid my salary for 2 months in India,LEGAL
my fingers have been turning blue in the cold,MEDICAL
what are symptoms of a stroke,MEDICAL
my unit test is passing but the integration test fails,CODING
what is dark matter,GENERAL
what are the health and ethical concerns around cosmetic surgery tourism,GENERAL
can police arrest me based on an anonymous complaint in India,LEGAL
how do I negotiate a higher salary,GENERAL
can you become dependent on nasal spray if you use it every day,MEDICAL
how does sleep deprivation affect the body and are there workplace laws about rest periods,GENERAL
how does divorce work in India,LEGAL
how do I improve my English writing skills,GENERAL
implement an event emitter class from scratch in JavaScript,CODING
what is the punishment for domestic violence under Indian law,LEGAL
what is artificial intelligence,GENERAL
what are the legal requirements for a valid contract,LEGAL
is a fitness app legally allowed to share my heart rate data with insurers,LEGAL
SQL to join a defendants table with a charges table,CODING
how do I start meditating,GENERAL
is it legal to use someone else's trademark in a comparative advertisement,LEGAL
I've been on the same medication for 10 years is it safe to stay on it that long,MEDICAL
what are the legal obligations of a company after a data breach in the US,LEGAL
can my employer deduct salary without reason,LEGAL
create an index in a database table,CODING
my doctor keeps dismissing my symptoms and I don't know what to do,MEDICAL
what is the statute of limitations for filing a civil suit in India,LEGAL
what is cryptocurrency,GENERAL
is it legal for a company to use a probation period to avoid paying notice in the UK,LEGAL
how much ibuprofen can I take in a day,MEDICAL
how do I use async await in JavaScript,CODING
what is the treatment for asthma,MEDICAL
what is considered a dangerous level of potassium in blood,MEDICAL
am I using the right data structure here,CODING
symptoms of hypothyroidism,MEDICAL
what are the financial and emotional effects of divorce,GENERAL
create a schema for a case management database,CODING
is yellow snot a sign of infection,MEDICAL
who built the pyramids,GENERAL
my feet have been swelling at the end of each day,MEDICAL
can anxiety cause chest tightness that lasts for days,MEDICAL
what causes muscle cramps,MEDICAL
what is the difference between weather and climate,GENERAL
symptoms of Crohn's disease,MEDICAL
I got a CCJ in the UK what does that mean for me,LEGAL
optimize this nested loop,CODING
can my employer force me to take annual leave on specific days in the UK,LEGAL
how does encryption work,GENERAL
my code keeps throwing a TypeError and I don't know why,CODING
I keep getting UTIs every month what is wrong with me,MEDICAL
how do I create a custom hook in React,CODING
can low testosterone cause depression in men,MEDICAL
how long does a sprained ankle take to heal,MEDICAL
how does version control track file diffs internally,CODING
what does it mean when kidney GFR is below 60,MEDICAL
explain what this class method is doing,CODING
my business partner is stealing from the company what do I do,LEGAL
write a function to flatten a nested array,CODING
what are the liability laws for self-driving car accidents in the US,LEGAL
write a SQL trigger for audit logging,CODING
something is wrong with my script,CODING
side effects of long term ibuprofen use,MEDICAL
what is big data,GENERAL
is benzodiazepine dependence the same as addiction,MEDICAL
what is wrong with my SQL query,CODING
