text,label
what are the legal obligations of a company after a data breach in the US,LEGAL
is it normal to feel tired all the time,MEDICAL
how do antidepressants work,MEDICAL
how do I improve my English writing skills,GENERAL
symptoms of ovarian cysts,MEDICAL
SQL to find all contracts expiring in the next 60 days,CODING
how does wi-fi work,GENERAL
how does biometric data collection work and what are the privacy laws around it,GENERAL
what is a gene and how does DNA work,GENERAL
what is compound interest and how does it work,GENERAL
what are the business and ethical implications of using AI to make hiring decisions,GENERAL
how do corticosteroids work,MEDICAL
how does version control track file diffs internally,CODING
what causes chest pain on the left side,MEDICAL
I keep getting UTIs every month what is wrong with me,MEDICAL
write a function to find the longest common subsequence,CODING
what does a high CRP level indicate,MEDICAL
build a dashboard component in React that shows real-time stock prices,CODING
what is the difference between a law and a theory in science,GENERAL
what is biodiversity,GENERAL
I have been really thirsty lately and peeing a lot,MEDICAL
I feel nauseous every morning but I'm not pregnant,MEDICAL
what are the risks of general anesthesia in elderly patients,MEDICAL
how do I loop through an array in JavaScript,CODING
what causes night sweats in women,MEDICAL
what are some tips for public speaking,GENERAL
sort this list without using built in functions,CODING
my blood sugar spikes really high after eating white rice,MEDICAL
what are the clinical symptoms of early stage liver disease,MEDICAL
I have been having floating stools for a few weeks is that serious,MEDICAL
my period has been irregular for 6 months,MEDICAL
I've had diarrhea for 5 days now,MEDICAL
symptoms of multiple sclerosis,MEDICAL
what caused the 2008 financial crisis,GENERAL
what is the psychology of cult behavior and are cults illegal,GENERAL
write a Python script to extract clauses from a contract PDF,CODING
write a function that reverses a string in Python,CODING
symptoms of a herniated disc,MEDICAL
I need to know if I can get out of this lease agreement,LEGAL
is it legal for a school to expel a student without a disciplinary hearing in the UK,LEGAL
I ordered something online and it never arrived what are my legal rights in India,LEGAL
build a cron job that archives old database records,CODING
what is a VPN and why do people use it,GENERAL
I've been having chest pains for 3 days should I be worried,MEDICAL
is it legal for an employer to ask for my social media passwords during hiring,LEGAL
write a SQL query to find the second highest salary,CODING
what is the legal process for name change in India,LEGAL
is it safe to get a flu shot while on immunosuppressants,MEDICAL
how do I use the spread operator in JavaScript,CODING
under IPC section 420 what exactly can I file a case for,LEGAL
how does the human brain respond to trauma and are there any legal protections for trauma survivors,GENERAL
my employer keeps changing my shift without notice is that legal in the UK,LEGAL
what is the largest country in the world by area,GENERAL
what does it mean if my PSA levels are elevated,MEDICAL
my blood test showed elevated liver enzymes what does that mean,MEDICAL
build a command line tool in Python using argparse and subcommands,CODING
I got into a minor car accident and the other driver is threatening to sue me,LEGAL
what happens if I break a rental agreement early,LEGAL
I am being harassed by my manager but HR is doing nothing,LEGAL
implement an AVL tree in Java,CODING
what are the best places to visit in Japan,GENERAL
my employer is not contributing to my provident fund in India is that legal,LEGAL
what happens during an MRI scan,MEDICAL
create a many-to-many relationship in SQL,CODING
why is the TypeScript compiler complaining about this type,CODING
what would be a cleaner way to write this,CODING
I keep forgetting words mid sentence is that normal,MEDICAL
what are the legal implications of signing a medical consent form under pressure,LEGAL
what year did World War 2 end,GENERAL
how does garbage collection work in Python,CODING
my doctor wants to put my 8 year old on ADHD medication is that safe,MEDICAL
my React component is re-rendering too many times,CODING
what are my rights if I am arrested without warrant in India,LEGAL
write a function to find the kth largest element,CODING
what are my rights if a product I bought is faulty,LEGAL
is it dangerous to stop taking SSRIs suddenly,MEDICAL
what is the treatment for depression,MEDICAL
what is the legal position on moonlighting in India after the IT company controversies,LEGAL
my doctor said my ECG was slightly abnormal but not to worry should I get a second opinion,MEDICAL
what is the Internet of Things,GENERAL
is chronic inflammation linked to heart disease,MEDICAL
is a hospital legally liable if a patient gets an infection during their stay,LEGAL
my pandas dataframe merge is producing way more rows than expected,CODING
write a SQL query to calculate percentile ranks for student test scores,CODING
symptoms of sleep apnea,MEDICAL
is it safe to get pregnant while taking thyroid medication,MEDICAL
I don't understand what this function is doing,CODING
is it legal to run a home business in a residential area in the UK,LEGAL
is it illegal to share someone's private photos without their consent in India,LEGAL
build an NLP pipeline to classify symptoms from patient intake forms,CODING
what is a neural network in simple terms,GENERAL
my function works but feels wrong somehow,CODING
my Python virtual environment is not activating properly,CODING
is it safe to eat eggs every day,MEDICAL
what are the best ways to reduce stress,GENERAL
how does the nervous system work,GENERAL
what is CRISPR in simple terms,GENERAL
what are the social and economic causes of homelessness,GENERAL
can a landlord evict a tenant without a court order in India,LEGAL
is it normal to have chest tightness with anxiety,MEDICAL
how do I learn to draw,GENERAL
a doctor performed a surgery on me that I didn't consent to what are my legal options,LEGAL
my landlord is refusing to return my security deposit,LEGAL
can a landlord legally refuse to rent to someone based on their nationality in the UK,LEGAL
make this code faster,CODING
what is the punishment for theft under IPC in India,LEGAL
how do I write a good CV,GENERAL
what are both the technical and legal risks of using public wi-fi,GENERAL
what are the technical and ethical concerns with deepfake technology,GENERAL
what is the difference between AR and VR,GENERAL
my business partner is stealing from the company what do I do,LEGAL
how does a hash table handle collisions in code,CODING
my skin has been turning yellow,MEDICAL
can a credit card company sue me personally if I default in India,LEGAL
what causes hair loss in women,MEDICAL
symptoms of vitamin B12 deficiency,MEDICAL
how does the endocrine system work,GENERAL
what happens if I take ibuprofen with blood thinners,MEDICAL
what is a microchip,GENERAL
what is the water cycle,GENERAL
what is the legal process for property registration in India,LEGAL
what is the clinical significance of a prolonged QT interval,MEDICAL
my environment variables aren't loading,CODING
SQL to join a defendants table with a charges table,CODING
write a function to diff two JSON objects and return changed keys,CODING
is it safe to take melatonin and antidepressants at the same time,MEDICAL
how does sleep deprivation affect the body and are there workplace laws about rest periods,GENERAL
how do I use the map function in JavaScript,CODING
how much ibuprofen can I take in a day,MEDICAL
I have been having headaches every single day for a week,MEDICAL
what is democracy,GENERAL
I am being bullied at work and HR is ignoring me what are my legal options,LEGAL
implement a hash map from scratch in C++,CODING
can my employer read my work WhatsApp messages,LEGAL
what is logic and how do logical fallacies work,GENERAL
what causes acid reflux,MEDICAL
what is the relationship between gut bacteria and mental health,MEDICAL
how do lie detectors work and are they legally admissible in court,GENERAL
explain the difference between shallow and deep copy,CODING
how does radiation therapy work,MEDICAL
suggest a 7 day meal plan for a beginner,GENERAL
how do antidepressants work and can an employer ask if you are on them,GENERAL
explain what a data breach is and what are my rights when it happens,GENERAL
how do I start meditating,GENERAL
what are the legal implications of an incorrect diagnosis that led to wrong treatment,LEGAL
Why do leaves change color in autumn?,GENERAL
How does compound interest grow a savings account over time?,GENERAL
A fitness app wants to sell anonymized heart-rate data — what privacy laws might apply?,LEGAL
Explain how to debounce a search input handler in JavaScript,CODING
Write a SQL query that finds duplicate emails in a users table,CODING
How do I unit-test an async FastAPI endpoint that returns a streaming response?,CODING
Write a regex that validates IPv4 addresses but rejects leading zeros,CODING
What first-aid steps should I take for a suspected ankle sprain?,MEDICAL
What lifestyle changes help reduce recurrent kidney stones?,MEDICAL
What are common side effects of short-course oral corticosteroids?,MEDICAL
When should someone seek emergency care for a severe allergic reaction?,MEDICAL
What rights does a tenant have if the landlord enters without notice in California?,LEGAL
How does fair use work for quoting a short passage from a copyrighted book?,LEGAL
Can an employer require employees to sign a non-compete after they already started work?,LEGAL
"If a rideshare driver hits my car, whose insurance typically pays first?",LEGAL
What happens legally if I miss a court date for a traffic ticket?,LEGAL
How do HIPAA privacy rules limit what a hospital can share with family?,LEGAL
Can a website's terms of service ban class-action lawsuits?,LEGAL
Does a verbal agreement to sell a used car count as a binding contract?,LEGAL
Explain how noise-cancelling headphones reduce ambient sound,GENERAL
How do bees communicate the location of food to the hive?,GENERAL
What are the main arguments for and against daylight saving time?,GENERAL
How does a heat pump warm a house more efficiently than electric resistance heat?,GENERAL
What is confirmation bias and how does it affect decision-making?,GENERAL
Should hospitals be required by law to publish negotiated prices for common procedures?,LEGAL
I have a persistent dry cough for three weeks after a cold — what are common causes?,MEDICAL
How can I paginate large PostgreSQL result sets without OFFSET performance issues?,CODING
What vaccines are typically recommended for healthy adults traveling to Southeast Asia?,MEDICAL
Can I record a phone call with customer support without telling them in a one-party consent state?,LEGAL
